Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
6661,804,1509,2,Est.,AutomotiveJeweleryBooksBeautyGrocery,08.07.2023,28.09.2023 14:35:11,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Handmade Cotton Chips,True,0,Fantastic
4169,743,9498,4,Dolorum.,HomeIndustrialGarden,02.12.2022,28.09.2023 16:07:30,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Awesome Frozen Salad,True,0,Licensed
5013,189,2441,1,Enim.,Clothing,11.12.2022,28.09.2023 21:24:10,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Refined Metal Salad,True,0,Generic
2420,710,8382,4,Totam.,GroceryOutdoorsComputers,05.10.2022,28.09.2023 08:46:51,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Unbranded Plastic Car,True,0,Fantastic
5905,996,7554,1,Quisquam.,OutdoorsToolsMusicShoes,20.11.2022,28.09.2023 11:16:59,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Steel Bike,True,0,Gorgeous
4594,979,7617,2,Nulla.,BabyMovies,14.03.2023,28.09.2023 18:15:00,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Rustic Plastic Pizza,True,0,Awesome
8635,705,1047,3,Accusamus.,Clothing,15.04.2023,28.09.2023 20:41:59,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Awesome Cotton Tuna,True,0,Unbranded
4454,496,9949,2,Nihil.,BabyHealthComputers,08.02.2023,28.09.2023 04:36:03,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Refined Concrete Cheese,True,0,Intelligent
8299,464,4114,0,Enim.,ClothingBooksMoviesHealthBeauty,06.04.2023,28.09.2023 04:28:13,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Small Granite Pizza,True,0,Awesome
7696,670,7772,3,Necessitatibus.,ElectronicsAutomotiveHomeGrocery,03.11.2022,28.09.2023 13:23:45,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Tasty Plastic Table,True,0,Handmade
3408,301,4651,1,Quia.,SportsToysShoes,12.04.2023,28.09.2023 10:06:52,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Unbranded Granite Ball,True,0,Licensed
1802,773,583,1,Odit.,ToysKidsIndustrial,12.07.2023,28.09.2023 10:03:04,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Sleek Plastic Mouse,True,0,Incredible
6177,941,8571,5,Ducimus.,HomeKids,27.07.2023,28.09.2023 16:21:07,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Refined Frozen Chicken,True,0,Generic
6546,960,1788,5,Consequatur.,ToolsClothingAutomotive,16.05.2023,28.09.2023 00:43:54,The Football Is Good For Training And Recreational Purposes,Handcrafted Concrete Ball,True,0,Awesome
415,531,7028,5,Dicta.,ToolsSportsSports,17.09.2023,28.09.2023 03:31:21,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Sleek Granite Pizza,True,0,Ergonomic
658,584,4545,2,Itaque.,GamesElectronicsGrocery,26.01.2023,28.09.2023 05:56:44,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Rustic Steel Mouse,True,0,Handmade
6819,309,2535,2,Et.,AutomotiveKidsSportsIndustrial,24.07.2023,28.09.2023 03:27:29,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Handcrafted Cotton Towels,True,0,Ergonomic
959,362,3955,5,Qui.,SportsToolsIndustrial,02.08.2023,28.09.2023 19:30:30,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Generic Metal Computer,True,0,Refined
1923,154,9980,0,Ipsum.,Computers,10.01.2023,28.09.2023 13:02:56,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Generic Metal Bacon,True,0,Licensed
1320,759,2826,0,Veniam.,BabyKids,25.06.2023,28.09.2023 21:29:42,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handcrafted Steel Chicken,True,0,Awesome
203,323,4172,5,Ipsam.,Health,11.05.2023,28.09.2023 22:01:03,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Awesome Soft Bacon,True,0,Unbranded
8582,550,4298,0,Praesentium.,Industrial,19.09.2023,28.09.2023 16:39:13,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Refined Metal Sausages,True,0,Unbranded
7451,30,4419,0,Ut.,ComputersShoesBabyElectronicsGarden,18.10.2022,28.09.2023 11:27:08,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Awesome Cotton Tuna,True,0,Sleek
4206,405,1184,1,Adipisci.,GardenAutomotive,15.07.2023,28.09.2023 03:37:04,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handcrafted Plastic Pants,True,0,Handmade
4064,472,9586,0,Et.,Books,28.09.2023,28.09.2023 13:39:15,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Wooden Chicken,True,0,Rustic
6808,931,4312,1,Ducimus.,BooksBeautyClothing,18.04.2023,28.09.2023 11:21:26,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Ergonomic Fresh Computer,True,0,Ergonomic
6208,748,2103,4,Placeat.,GroceryAutomotiveGamesIndustrial,19.08.2023,28.09.2023 10:15:29,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handmade Granite Chair,True,0,Refined
4163,697,7545,3,Eligendi.,HealthHealth,05.05.2023,28.09.2023 09:33:37,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fantastic Frozen Salad,True,0,Refined
9880,736,621,1,Vitae.,Grocery,04.11.2022,28.09.2023 01:38:32,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Awesome Granite Chips,True,0,Gorgeous
7236,672,8797,2,Expedita.,GardenSportsOutdoorsMusicGames,12.11.2022,28.09.2023 22:28:04,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Practical Cotton Towels,True,0,Refined
2703,244,4398,3,Dicta.,ClothingKidsAutomotiveAutomotive,10.01.2023,28.09.2023 12:19:44,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Rustic Cotton Chair,True,0,Refined
8631,449,736,1,Quam.,BooksKidsElectronicsElectronicsGrocery,10.10.2022,28.09.2023 09:52:24,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Awesome Cotton Hat,True,0,Handcrafted
1468,349,5324,5,Vero.,ToysJeweleryBooksIndustrial,25.01.2023,28.09.2023 22:48:15,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Unbranded Rubber Computer,True,0,Handcrafted
88,942,6107,3,Dolor.,Electronics,17.01.2023,28.09.2023 12:20:22,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Awesome Rubber Pants,True,0,Small
7927,436,1444,4,Et.,BooksElectronicsSportsAutomotiveHome,09.08.2023,28.09.2023 10:06:02,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handcrafted Granite Cheese,True,0,Handmade
4877,996,7554,1,Quisquam.,OutdoorsToolsMusicShoes,20.11.2022,28.09.2023 11:16:59,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Steel Bike,True,0,Gorgeous
2629,47,9260,4,Officia.,Shoes,15.07.2023,28.09.2023 00:18:17,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Refined Cotton Pants,True,0,Handcrafted
2626,840,3044,2,Architecto.,MusicClothingKidsComputers,02.12.2022,28.09.2023 19:47:27,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Tasty Concrete Keyboard,True,0,Licensed
6987,871,8679,5,Eius.,BeautyHomeMoviesBooks,27.10.2022,28.09.2023 02:56:31,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Handmade Steel Pants,True,0,Handmade
3049,73,3604,3,Qui.,MusicComputersBeauty,11.08.2023,28.09.2023 06:25:38,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Incredible Cotton Pants,True,0,Handmade
5339,895,9348,0,Dolores.,ShoesBaby,19.02.2023,28.09.2023 14:45:22,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Unbranded Soft Bacon,True,0,Unbranded
3473,365,9461,2,Voluptatem.,MusicHomeClothing,27.11.2022,28.09.2023 08:45:14,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Sleek Granite Pants,True,0,Ergonomic
3178,937,5771,1,Eius.,ToolsGamesJeweleryComputersClothing,25.02.2023,28.09.2023 09:39:50,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Fantastic Metal Chicken,True,0,Fantastic
6254,212,3730,1,Commodi.,KidsComputersGroceryHome,10.01.2023,28.09.2023 00:07:44,The Football Is Good For Training And Recreational Purposes,Sleek Rubber Bacon,True,0,Incredible
76,16,8648,0,Consequatur.,GamesBeautyGamesBeautySports,28.02.2023,28.09.2023 12:17:16,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Small Cotton Shirt,True,0,Fantastic
37,628,590,1,Dolorem.,GamesComputersIndustrialShoes,07.03.2023,28.09.2023 11:56:57,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Rustic Plastic Ball,True,0,Rustic
6806,15,446,1,Labore.,SportsHealth,16.06.2023,28.09.2023 06:11:40,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Small Fresh Shoes,True,0,Intelligent
478,393,3396,2,Et.,IndustrialSportsComputers,15.09.2023,28.09.2023 12:53:59,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Unbranded Granite Hat,True,0,Fantastic
4898,276,9675,5,Et.,BeautyToys,11.11.2022,28.09.2023 13:48:05,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Fantastic Metal Sausages,True,0,Sleek
4925,97,1753,2,Autem.,Shoes,19.06.2023,28.09.2023 05:03:27,The Football Is Good For Training And Recreational Purposes,Awesome Frozen Bacon,True,0,Incredible
9430,306,8737,4,Vitae.,HealthMusicComputersShoes,15.10.2022,28.09.2023 08:24:06,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Unbranded Concrete Hat,True,0,Rustic
4794,326,8843,1,Magni.,KidsKids,08.08.2023,28.09.2023 00:47:51,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Handcrafted Cotton Towels,True,0,Handmade
9067,873,7581,4,Et.,GamesBooksHomeMusicOutdoors,20.07.2023,28.09.2023 03:26:47,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handmade Frozen Cheese,True,0,Practical
5068,319,8669,5,Et.,ShoesAutomotiveGardenAutomotiveComputers,11.11.2022,28.09.2023 09:50:08,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fantastic Wooden Ball,True,0,Tasty
3023,664,9132,4,Nihil.,ShoesToolsBabyShoesIndustrial,02.04.2023,28.09.2023 22:18:15,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Ergonomic Metal Hat,True,0,Ergonomic
6542,254,1797,2,Architecto.,JeweleryJeweleryElectronics,20.07.2023,28.09.2023 05:52:19,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Gorgeous Rubber Bike,True,0,Unbranded
5907,713,205,3,Consequatur.,BabyIndustrial,26.02.2023,28.09.2023 17:47:07,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Generic Fresh Mouse,True,0,Tasty
4232,784,6366,3,Asperiores.,ElectronicsComputersShoesClothingMovies,30.01.2023,28.09.2023 12:38:33,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Handmade Frozen Gloves,True,0,Ergonomic
9538,237,2905,2,Eum.,Electronics,17.08.2023,28.09.2023 06:32:33,The Football Is Good For Training And Recreational Purposes,Awesome Concrete Bike,True,0,Tasty
5829,64,1879,4,Officiis.,Grocery,27.07.2023,28.09.2023 12:15:29,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Licensed Fresh Chicken,True,0,Fantastic
1891,231,9808,3,Ex.,HomeClothingHome,27.04.2023,28.09.2023 00:25:30,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Sleek Metal Computer,True,0,Handmade
3686,7,4245,5,Omnis.,Automotive,20.02.2023,28.09.2023 22:18:41,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Small Soft Pizza,True,0,Rustic
6526,759,2826,0,Veniam.,BabyKids,25.06.2023,28.09.2023 21:29:42,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handcrafted Steel Chicken,True,0,Awesome
5388,791,5064,1,Ipsum.,Grocery,19.06.2023,28.09.2023 19:17:25,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Tasty Concrete Car,True,0,Licensed
7290,425,1113,2,Voluptatibus.,KidsShoes,31.07.2023,28.09.2023 20:10:38,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handcrafted Fresh Shirt,True,0,Fantastic
7580,851,9318,0,Qui.,GroceryJeweleryHomeSports,11.01.2023,28.09.2023 05:42:42,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Intelligent Concrete Towels,True,0,Rustic
1879,423,8434,1,Reprehenderit.,HomeAutomotiveKidsHealth,25.03.2023,28.09.2023 23:24:48,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Frozen Bacon,True,0,Ergonomic
8930,999,2650,3,Quia.,ComputersBeauty,01.09.2023,28.09.2023 12:27:58,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Practical Rubber Ball,True,0,Intelligent
4397,524,6160,2,Quos.,Health,31.01.2023,28.09.2023 00:01:05,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Awesome Concrete Computer,True,0,Ergonomic
7312,534,8771,4,Ab.,ShoesGroceryIndustrial,22.08.2023,28.09.2023 08:39:57,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Unbranded Cotton Keyboard,True,0,Generic
7307,536,1489,1,Non.,JeweleryBeauty,21.01.2023,28.09.2023 14:01:23,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Rustic Plastic Bacon,True,0,Awesome
4507,469,5972,0,Aut.,MusicGamesGamesShoes,09.12.2022,28.09.2023 03:23:07,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Handmade Concrete Pants,True,0,Practical
4692,490,2427,3,Explicabo.,GroceryBeautyComputers,12.11.2022,28.09.2023 16:55:21,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Sleek Metal Ball,True,0,Ergonomic
5044,81,4598,1,Distinctio.,ShoesGamesToysHomeBeauty,04.10.2022,28.09.2023 05:29:50,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Gorgeous Steel Salad,True,0,Handcrafted
9554,864,410,5,Blanditiis.,MusicComputers,11.06.2023,28.09.2023 03:22:41,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Ergonomic Soft Pizza,True,0,Handmade
7348,957,6019,1,Sint.,ShoesBabyGamesBaby,02.10.2022,28.09.2023 21:38:02,The Football Is Good For Training And Recreational Purposes,Awesome Rubber Ball,True,0,Handcrafted
1368,612,5777,0,Sed.,Garden,23.10.2022,28.09.2023 02:57:50,The Football Is Good For Training And Recreational Purposes,Incredible Plastic Mouse,True,0,Tasty
8785,817,5807,0,Ut.,GardenHealthHealthElectronics,28.12.2022,28.09.2023 13:20:36,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Unbranded Cotton Chicken,True,0,Tasty
2684,389,2819,4,Ut.,ClothingOutdoorsElectronics,18.12.2022,28.09.2023 10:47:49,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Refined Steel Soap,True,0,Intelligent
9042,844,4608,1,Et.,Kids,02.03.2023,28.09.2023 14:36:00,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Unbranded Cotton Pants,True,0,Sleek
5938,916,8564,3,Ipsa.,IndustrialIndustrial,18.04.2023,28.09.2023 03:53:39,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Handmade Granite Mouse,True,0,Handmade
6329,354,748,4,Voluptatem.,GamesClothingAutomotiveMoviesJewelery,12.09.2023,28.09.2023 02:52:11,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Awesome Concrete Ball,True,0,Handcrafted
