Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
3953,836,2608,5,Facere.,Industrial,01.10.2022,28.09.2023 09:24:59,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Fantastic Concrete Car,True,0,Licensed
653,814,5009,2,Fugit.,GamesMusicTools,17.08.2023,28.09.2023 04:16:44,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Handmade Fresh Gloves,True,0,Generic
3913,891,2355,3,Corporis.,OutdoorsGamesGardenMusic,03.01.2023,28.09.2023 11:04:15,The Football Is Good For Training And Recreational Purposes,Unbranded Frozen Shoes,True,0,Sleek
110,434,9011,4,Labore.,ClothingOutdoorsElectronics,25.11.2022,28.09.2023 06:11:13,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Incredible Concrete Chair,True,0,Intelligent
2300,454,4819,3,Est.,HomeToysBabyMusic,23.11.2022,28.09.2023 03:17:12,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Gorgeous Metal Soap,True,0,Awesome
2059,454,4819,3,Est.,HomeToysBabyMusic,23.11.2022,28.09.2023 03:17:12,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Gorgeous Metal Soap,True,0,Awesome
2352,183,7191,0,Sunt.,OutdoorsComputersToolsHealthTools,14.11.2022,28.09.2023 23:28:06,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Intelligent Metal Salad,True,0,Ergonomic
8038,734,7474,3,Ut.,Shoes,09.12.2022,28.09.2023 07:40:38,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Generic Plastic Gloves,True,0,Fantastic
7005,798,9313,1,Illum.,JeweleryBooksBaby,20.08.2023,28.09.2023 09:43:22,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Intelligent Plastic Salad,True,0,Awesome
8870,358,4050,3,Doloremque.,ClothingMovies,27.11.2022,28.09.2023 16:53:33,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Sleek Concrete Chair,True,0,Gorgeous
1523,727,5898,1,Molestiae.,Grocery,10.09.2023,28.09.2023 17:44:04,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Tasty Rubber Soap,True,0,Practical
606,840,3044,2,Architecto.,MusicClothingKidsComputers,02.12.2022,28.09.2023 19:47:27,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Tasty Concrete Keyboard,True,0,Licensed
566,132,2228,4,Voluptatibus.,KidsToolsComputers,29.08.2023,28.09.2023 05:00:44,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Unbranded Steel Bacon,True,0,Awesome
6523,854,7517,3,Quo.,MoviesGamesShoesMusicGames,03.09.2023,28.09.2023 14:52:09,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Awesome Wooden Cheese,True,0,Handcrafted
3873,567,5811,4,Vitae.,Electronics,20.02.2023,28.09.2023 23:29:27,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Practical Steel Shoes,True,0,Fantastic
7973,204,9688,2,Animi.,SportsMusicShoesGrocery,02.02.2023,28.09.2023 03:28:24,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Refined Metal Table,True,0,Tasty
9788,898,6310,2,Tenetur.,ComputersBooks,29.10.2022,28.09.2023 18:26:52,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Licensed Metal Car,True,0,Sleek
3436,339,4606,3,Sed.,ElectronicsClothingGroceryGroceryIndustrial,15.07.2023,28.09.2023 02:39:00,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Refined Soft Cheese,True,0,Unbranded
8759,750,8879,5,Vel.,OutdoorsMusic,21.07.2023,28.09.2023 06:31:17,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Ergonomic Rubber Mouse,True,0,Small
2065,381,9556,0,Culpa.,MoviesClothingShoesIndustrial,14.05.2023,28.09.2023 07:31:43,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Rustic Fresh Chicken,True,0,Handcrafted
1677,613,7860,3,Qui.,HomeIndustrialMusicGardenIndustrial,19.10.2022,28.09.2023 15:21:38,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Small Steel Chair,True,0,Awesome
9628,528,2895,4,Corporis.,AutomotiveHealthGamesOutdoors,09.04.2023,28.09.2023 19:59:31,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Sleek Frozen Cheese,True,0,Awesome
6186,350,895,2,Magnam.,BabyIndustrial,10.10.2022,28.09.2023 13:25:22,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Tasty Wooden Pants,True,0,Refined
9499,638,141,2,Quam.,ClothingToysBeautyHealth,28.09.2023,28.09.2023 22:34:27,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Generic Plastic Chair,True,0,Generic
1387,926,6384,2,Deserunt.,Computers,06.11.2022,28.09.2023 07:41:26,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Gorgeous Granite Shoes,True,0,Unbranded
448,112,4532,4,Explicabo.,KidsHealthComputers,27.11.2022,28.09.2023 01:47:50,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Practical Fresh Cheese,True,0,Handmade
8167,317,731,5,Impedit.,BabyOutdoorsAutomotive,04.06.2023,28.09.2023 01:49:22,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Incredible Steel Ball,True,0,Generic
1946,697,7545,3,Eligendi.,HealthHealth,05.05.2023,28.09.2023 09:33:37,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fantastic Frozen Salad,True,0,Refined
2778,192,3891,4,Saepe.,GardenGroceryGardenElectronics,04.10.2022,28.09.2023 02:06:00,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Licensed Frozen Sausages,True,0,Rustic
2360,810,3081,2,Et.,Garden,16.03.2023,28.09.2023 16:20:32,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Unbranded Granite Cheese,True,0,Awesome
9675,985,3530,2,Voluptatem.,OutdoorsToysToysTools,01.04.2023,28.09.2023 06:23:55,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Ergonomic Soft Mouse,True,0,Handcrafted
8608,752,4480,5,Quos.,Electronics,10.01.2023,28.09.2023 10:41:57,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Rubber Soap,True,0,Handmade
3948,859,8551,2,Eligendi.,OutdoorsToys,20.03.2023,28.09.2023 20:38:10,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Tasty Plastic Fish,True,0,Unbranded
4074,315,8805,0,Natus.,Grocery,01.07.2023,28.09.2023 02:47:02,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Generic Granite Pants,True,0,Refined
6054,61,5423,4,Qui.,KidsOutdoors,07.12.2022,28.09.2023 17:30:42,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Handcrafted Steel Pants,True,0,Handmade
4221,748,2103,4,Placeat.,GroceryAutomotiveGamesIndustrial,19.08.2023,28.09.2023 10:15:29,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handmade Granite Chair,True,0,Refined
7426,310,4399,1,Eligendi.,ShoesSportsToolsGroceryClothing,10.09.2023,28.09.2023 08:58:15,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Small Soft Cheese,True,0,Sleek
912,739,5842,3,Aut.,BooksHealthGardenToysJewelery,26.12.2022,28.09.2023 08:06:43,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Generic Rubber Mouse,True,0,Rustic
2702,948,7925,0,Reiciendis.,OutdoorsKidsGardenMusic,07.08.2023,28.09.2023 11:53:11,The Football Is Good For Training And Recreational Purposes,Intelligent Rubber Hat,True,0,Intelligent
3629,100,1039,2,Quae.,BabyJewelerySports,14.05.2023,28.09.2023 22:58:22,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Licensed Granite Ball,True,0,Licensed
6156,268,9578,5,Est.,Kids,26.06.2023,28.09.2023 01:03:22,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Fresh Towels,True,0,Awesome
4682,693,5012,3,Et.,IndustrialMovies,03.06.2023,28.09.2023 03:45:04,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Refined Cotton Keyboard,True,0,Tasty
9131,53,1937,2,Officiis.,ElectronicsJewelery,07.02.2023,28.09.2023 15:29:15,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Gorgeous Frozen Soap,True,0,Sleek
9289,700,9999,5,Velit.,Grocery,25.05.2023,28.09.2023 20:22:20,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Ergonomic Metal Gloves,True,0,Handmade
7276,474,7704,2,Mollitia.,GroceryIndustrialTools,14.06.2023,28.09.2023 15:55:22,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Awesome Fresh Car,True,0,Handmade
250,332,2169,0,Qui.,IndustrialJeweleryOutdoors,31.08.2023,28.09.2023 13:02:48,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Incredible Plastic Cheese,True,0,Generic
8346,868,3729,4,Quod.,IndustrialGames,08.03.2023,28.09.2023 16:49:37,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Practical Metal Gloves,True,0,Handmade
5127,862,4418,4,Laudantium.,GardenJeweleryBooks,05.06.2023,28.09.2023 09:05:43,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Fantastic Granite Gloves,True,0,Incredible
9576,702,4671,5,Eos.,ShoesComputersMoviesClothingBooks,08.11.2022,28.09.2023 15:43:08,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Handmade Wooden Pants,True,0,Incredible
1841,22,9700,0,Maiores.,GardenShoesToysMusic,09.11.2022,28.09.2023 14:31:29,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Awesome Steel Towels,True,0,Intelligent
880,456,6678,1,Optio.,GardenJewelerySportsShoes,26.01.2023,28.09.2023 07:17:57,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Rustic Fresh Shoes,True,0,Rustic
7564,981,8365,3,Odit.,Clothing,16.08.2023,28.09.2023 14:45:09,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Handmade Metal Bike,True,0,Ergonomic
4177,518,1134,0,Eum.,ToysKidsShoes,03.04.2023,28.09.2023 13:14:45,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Generic Steel Chair,True,0,Handcrafted
9157,760,444,2,Aut.,GardenGardenMoviesBooks,04.01.2023,28.09.2023 22:16:30,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Awesome Soft Bike,True,0,Unbranded
4900,634,5753,1,Ipsa.,OutdoorsToolsGames,08.02.2023,28.09.2023 10:07:55,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Practical Wooden Towels,True,0,Sleek
7918,307,8874,1,Saepe.,Outdoors,30.11.2022,28.09.2023 16:17:40,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Cotton Pizza,True,0,Gorgeous
5390,463,3686,3,Corporis.,BeautyElectronics,14.10.2022,28.09.2023 09:27:58,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Fantastic Fresh Sausages,True,0,Rustic
4579,252,7190,5,Saepe.,GroceryBooksGames,16.05.2023,28.09.2023 15:33:32,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Handmade Cotton Chicken,True,0,Ergonomic
8079,507,5111,0,Ut.,BabyOutdoorsMusicSports,24.12.2022,28.09.2023 05:55:28,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Refined Steel Chips,True,0,Unbranded
5854,341,8501,5,Dolorem.,ElectronicsElectronicsOutdoors,05.04.2023,28.09.2023 03:58:39,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Unbranded Wooden Fish,True,0,Licensed
227,137,735,0,Molestiae.,ClothingClothing,09.10.2022,28.09.2023 00:19:22,The Football Is Good For Training And Recreational Purposes,Gorgeous Metal Sausages,True,0,Incredible
6070,486,5962,4,Voluptas.,MusicShoesComputers,06.05.2023,28.09.2023 18:14:57,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Gorgeous Rubber Bacon,True,0,Awesome
3916,542,9190,1,Veritatis.,HomeIndustrialToolsClothingBeauty,10.12.2022,28.09.2023 07:59:11,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Practical Metal Fish,True,0,Fantastic
8160,988,9776,2,Quia.,IndustrialComputersToysElectronics,26.12.2022,28.09.2023 05:50:38,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Rustic Wooden Hat,True,0,Licensed
1152,372,5186,3,Dolorum.,ShoesGrocery,22.06.2023,28.09.2023 20:51:14,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Unbranded Concrete Towels,True,0,Handmade
3177,975,3181,0,Ut.,HomeBooks,02.05.2023,28.09.2023 01:34:40,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Intelligent Fresh Salad,True,0,Unbranded
8426,980,5349,0,Ex.,IndustrialBooksAutomotiveAutomotive,26.08.2023,28.09.2023 02:56:24,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handcrafted Frozen Bike,True,0,Ergonomic
81,816,7689,4,Dolorum.,ToysElectronicsGroceryKidsHealth,17.12.2022,28.09.2023 22:57:10,The Football Is Good For Training And Recreational Purposes,Refined Metal Chips,True,0,Handmade
7697,793,8876,3,Ut.,GamesHealthKidsAutomotiveToys,22.08.2023,28.09.2023 20:56:49,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Unbranded Granite Gloves,True,0,Handmade
7825,819,8283,4,Placeat.,BeautyShoesGarden,13.02.2023,28.09.2023 01:10:10,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Awesome Rubber Bacon,True,0,Licensed
7675,893,7389,5,A.,Shoes,15.03.2023,28.09.2023 06:31:37,The Football Is Good For Training And Recreational Purposes,Ergonomic Concrete Keyboard,True,0,Rustic
2679,158,8550,5,Optio.,BabyHealthGarden,30.03.2023,28.09.2023 18:27:47,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Awesome Soft Towels,True,0,Practical
3786,391,4052,0,Mollitia.,IndustrialBeauty,20.05.2023,28.09.2023 20:02:02,The Football Is Good For Training And Recreational Purposes,Small Granite Sausages,True,0,Fantastic
7310,650,7992,1,Possimus.,ComputersGardenHomeJeweleryShoes,21.06.2023,28.09.2023 15:41:53,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Ergonomic Granite Soap,True,0,Intelligent
9246,113,939,2,Nemo.,Music,23.06.2023,28.09.2023 08:16:54,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Unbranded Soft Salad,True,0,Handcrafted
3256,920,3504,5,Officia.,ShoesGroceryHealth,04.04.2023,28.09.2023 02:40:50,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Ergonomic Soft Chair,True,0,Incredible
8495,475,530,3,Libero.,AutomotiveHealth,03.07.2023,28.09.2023 10:23:37,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Incredible Cotton Shirt,True,0,Incredible
7895,649,5616,5,Culpa.,HealthComputersMusicGroceryAutomotive,11.06.2023,28.09.2023 15:04:14,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Handmade Cotton Chips,True,0,Handmade
357,163,896,3,Commodi.,MusicOutdoorsMovies,19.09.2023,28.09.2023 06:12:54,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Rustic Cotton Hat,True,0,Unbranded
8591,593,1740,2,Fugit.,ComputersComputersKids,13.08.2023,28.09.2023 04:17:17,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Practical Cotton Salad,True,0,Refined
9249,244,4398,3,Dicta.,ClothingKidsAutomotiveAutomotive,10.01.2023,28.09.2023 12:19:44,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Rustic Cotton Chair,True,0,Refined
1718,454,4819,3,Est.,HomeToysBabyMusic,23.11.2022,28.09.2023 03:17:12,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Gorgeous Metal Soap,True,0,Awesome
4243,994,9728,0,Voluptas.,AutomotiveBabyBeautyGames,08.04.2023,28.09.2023 05:31:55,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Gorgeous Fresh Table,True,0,Handcrafted
5527,169,3396,0,Beatae.,MusicToysHomeToolsBaby,10.12.2022,28.09.2023 21:04:38,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Sleek Steel Chips,True,0,Awesome
9586,353,8622,1,Qui.,ComputersElectronicsJeweleryBeauty,17.03.2023,28.09.2023 05:53:09,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Incredible Wooden Fish,True,0,Sleek
5244,4,4225,2,Est.,Baby,07.04.2023,28.09.2023 21:43:58,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Intelligent Wooden Cheese,True,0,Handcrafted
8378,234,5971,3,Debitis.,Industrial,07.08.2023,28.09.2023 14:37:04,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Gorgeous Wooden Tuna,True,0,Gorgeous
7991,99,5975,4,Dolor.,ToysSportsGrocery,15.07.2023,28.09.2023 05:26:24,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Intelligent Steel Chips,True,0,Rustic
9759,681,8083,4,Cupiditate.,IndustrialGroceryShoes,05.04.2023,28.09.2023 22:17:27,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Refined Rubber Pants,True,0,Sleek
7306,753,4812,3,Qui.,ToolsBabySports,20.08.2023,28.09.2023 05:26:53,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Gorgeous Concrete Table,True,0,Refined
